"0","1467810369","Mon Apr 06 22:19:45 PDT 2009","NO_QUERY","_TheSpecialOne_","@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
"0","1467810672","Mon Apr 06 22:19:49 PDT 2009","NO_QUERY","scotthamilton","is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!"
"0","1467810917","Mon Apr 06 22:19:53 PDT 2009","NO_QUERY","mattycus","@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds"
"0","1467811184","Mon Apr 06 22:19:57 PDT 2009","NO_QUERY","ElleCTF","my whole body feels itchy and like its on fire "
"0","1467811193","Mon Apr 06 22:19:57 PDT 2009","NO_QUERY","Karoli","@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
"0","1467811372","Mon Apr 06 22:20:00 PDT 2009","NO_QUERY","joy_wolf","@Kwesidei not the whole crew "
"0","1467811592","Mon Apr 06 22:20:03 PDT 2009","NO_QUERY","mybirch","Need a hug "
"0","1467811594","Mon Apr 06 22:20:03 PDT 2009","NO_QUERY","coZZ","@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
"0","1467811795","Mon Apr 06 22:20:05 PDT 2009","NO_QUERY","2Hood4Hollywood","@Tatiana_K nope they didn't have it "
"0","1467812025","Mon Apr 06 22:20:09 PDT 2009","NO_QUERY","mimismo","@twittera que me muera ? "
"0","1467812416","Mon Apr 06 22:20:16 PDT 2009","NO_QUERY","erinx3leannexo","spring break in plain city... it's snowing "
"0","1467812579","Mon Apr 06 22:20:17 PDT 2009","NO_QUERY","pardonlauren","I just re-pierced my ears "
"0","1467812723","Mon Apr 06 22:20:19 PDT 2009","NO_QUERY","TLeC","@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . ."
"0","1467812771","Mon Apr 06 22:20:19 PDT 2009","NO_QUERY","robrobbierobert","@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
"0","1467812784","Mon Apr 06 22:20:20 PDT 2009","NO_QUERY","bayofwolves","@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
"0","1467812799","Mon Apr 06 22:20:20 PDT 2009","NO_QUERY","HairByJess","@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!"
"0","1467812964","Mon Apr 06 22:20:22 PDT 2009","NO_QUERY","lovesongwriter","Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?"
"0","1467813137","Mon Apr 06 22:20:25 PDT 2009","NO_QUERY","armotley","about to file taxes "
"4","2175840978","Mon Jun 15 02:09:10 PDT 2009","NO_QUERY","iand","@CeriMcCall thank you. Its feeling special cos its been going for 2 days "
"4","2175841064","Mon Jun 15 02:09:11 PDT 2009","NO_QUERY","LingerieGirl","@stillsoul Hmmm, I don't think so ..lemme see if I can find it "
"4","2175841102","Mon Jun 15 02:09:11 PDT 2009","NO_QUERY","mykisurl","A climate friendly url shortener: http://myk.is "
"4","2175841109","Mon Jun 15 02:09:12 PDT 2009","NO_QUERY","loopersmusic","@rishibass ikea...those stupid names for their stuff but some are useable for tracks.  find find find "
"4","2175841147","Mon Jun 15 02:09:12 PDT 2009","NO_QUERY","eleahbaant","@LaToriana I think it's fantastic! You've inspired me "
"4","2175841173","Mon Jun 15 02:09:12 PDT 2009","NO_QUERY","Uriel00","@aprilabreann yeah my great gran her mum was a working medium and yeah but dont think it running in family makes u any better than others "
"4","2175841333","Mon Jun 15 02:09:14 PDT 2009","NO_QUERY","LaidWaste","@drown_thecity you annoy me "
"4","2175841375","Mon Jun 15 02:09:14 PDT 2009","NO_QUERY","isodera","@shoRtBlaCKbOy on the banana boat or a real boat? ;-) To where? "
"4","2175841383","Mon Jun 15 02:09:14 PDT 2009","NO_QUERY","QIT","had fun qsesh last night  then fluffys. overall another great night except for the fragile feelings in the morning."
"4","2175841505","Mon Jun 15 02:09:16 PDT 2009","NO_QUERY","whippetout","@CJHatter As usual, many thanks "
"4","2175841561","Mon Jun 15 02:09:16 PDT 2009","NO_QUERY","talkrubbish","@BaldiesUnite oh yes please that we be nice "
"4","2175841605","Mon Jun 15 02:09:17 PDT 2009","NO_QUERY","rainsuni","@hookineye Thank you~ And it's okay, I enjoy reading about things like these. "
"4","2175841613","Mon Jun 15 02:09:17 PDT 2009","NO_QUERY","davewark","Obama was wrong - Lakers in 5 and now my normal sleeping patterns can be resumed "
"4","2175841722","Mon Jun 15 02:09:18 PDT 2009","NO_QUERY","dyzmik","I am your #1 support system... Thank you for a wonderful night, everybody. "
"4","2175841756","Mon Jun 15 02:09:19 PDT 2009","NO_QUERY","anna_republic","First day of school and I end up at the emergency room. Tweeting while on strict bed rest. Things will look up. It always does. "
"4","2175841775","Mon Jun 15 02:09:19 PDT 2009","NO_QUERY","Maharanirani","my mom's so funny, hearing the music through her Ipod "
"4","2175841811","Mon Jun 15 02:09:19 PDT 2009","NO_QUERY","Z33LnR44L","@rupinjapan dude!! Where bouts are they? The premiere,  and staue too?? I want to see!! "
"4","2175841846","Mon Jun 15 02:09:19 PDT 2009","NO_QUERY","Budjette","@layamaria a TRESE fantaserye... well, that has been discussed but things didn't push through. maybe next time "
"4","2175841851","Mon Jun 15 02:09:19 PDT 2009","NO_QUERY","_Alectrona_","@arancinibaby Hahahaha! Weird sunburn!  I can't. My parents a kind of pressuring me to work a lot. Think I'll take my exams next year."
"4","2175842018","Mon Jun 15 02:09:21 PDT 2009","NO_QUERY","juryk","cant wait to see her face "
"4","2175842032","Mon Jun 15 02:09:21 PDT 2009","NO_QUERY","angelirosales","@derekfisher congrats! good job!  you guys kicked ass "
"4","2175842060","Mon Jun 15 02:09:21 PDT 2009","NO_QUERY","Lairosiel","@rungekutta political philosophy  today's topic: Hobbe's Leviathan"
"4","2175842125","Mon Jun 15 02:09:22 PDT 2009","NO_QUERY","dirtyrockdiva","needs 2 go buy something blue soon.  fighter"
"4","2175842273","Mon Jun 15 02:09:24 PDT 2009","NO_QUERY","MissBabyT","@babyitssel http://twitpic.com/7g0ox - aww so cute "
"4","2175842327","Mon Jun 15 02:09:24 PDT 2009","NO_QUERY","fanofbsb4ever","Beddy bye! I really think aj is going to be there tomorrow  yeah to all the bunnicks u heard right aj merch sold at gold tourny! #bsb"
"4","2175842331","Mon Jun 15 02:09:24 PDT 2009","NO_QUERY","shannynlee","@MarikaRae hope u don't have to wait too much longer "
"4","2175842418","Mon Jun 15 02:09:25 PDT 2009","NO_QUERY","onepinksheep","Oops! I meant @danc2005 wins @namecheap's latest round (1st placer already won). My bad. "
"4","2175842435","Mon Jun 15 02:09:25 PDT 2009","NO_QUERY","a_lekss","(Trying to) Manage his projects among raptors "
"4","2175842446","Mon Jun 15 02:09:26 PDT 2009","NO_QUERY","isisproject","This is a status update to twitter from ICE  Timestamp: Mon Jun 15 11:09:25 CEST 2009"
"4","2175842475","Mon Jun 15 02:09:26 PDT 2009","NO_QUERY","HappyTwilighter","@Fandom_United haha, that's funny... and don't be sad about no HBO... read the books, they're sooooo much better "
"4","2175842504","Mon Jun 15 02:09:26 PDT 2009","NO_QUERY","Eyesores","Warming up for the new comic! "
"4","2175842591","Mon Jun 15 02:09:27 PDT 2009","NO_QUERY","laraduckytay","; done my english paper today  tomorrow is science and spanish.. and then wednesday math... and then IM DONE. here i come FRESHMAN YEAR."
"4","2175842827","Mon Jun 15 02:09:30 PDT 2009","NO_QUERY","davedawes","Back in Belfast - the town of my birth - having a traditional ulster breakfast "
"4","2175842935","Mon Jun 15 02:09:31 PDT 2009","NO_QUERY","leelinau","Ok, going to play a couple rounds before the day starts, maybe find some chicken noodle soup @spottedsparrow ty "
"4","2175843031","Mon Jun 15 02:09:32 PDT 2009","NO_QUERY","SueRK","@Paulb63 getting the addiction I see "
"4","2175843060","Mon Jun 15 02:09:32 PDT 2009","NO_QUERY","RebeccaBrunner","@JonasAustralia Lovedd it  my bestie came to watch it with me "
"4","2175843068","Mon Jun 15 02:09:32 PDT 2009","NO_QUERY","bethwillismusic","Two gigs on Saturday leaves Beth a tired girl... Light week - Salishan on Saturday.  "
"4","2175843088","Mon Jun 15 02:09:32 PDT 2009","NO_QUERY","bluekelt","Planning on watching This Morning - apparently there is a woman afraid of soup - need to see more of this for peace of mind "
"4","2175843117","Mon Jun 15 02:09:33 PDT 2009","NO_QUERY","Scawie","@richcowling when you mention Slimming World I can't help thinking of that character in Little Britain "
"4","2175843135","Mon Jun 15 02:09:33 PDT 2009","NO_QUERY","ceruleanbreeze","Oooh, this month's Peter Alexander catalogue has some super nice stuff in it "
